wksSinceFirstPurch,socialMediaAdCount36,wksSinceLastPurch,intAdExposureCount12,totalNumProdPurchased,intAdExposureCount36,socialMediaAdCountAll,regionPctCustomers,ID,intAdExposureCountAll,DemHomeOwner,LostCustomer,numOfTotalReturns,customerGender,basktPurchCount12Month,customerSubscrStat,socialMediaAdCount12,custInitiatedContacts,techSupportEval
73.0,16.0,15.0,13.0,6.0,31.0,17.0,34.0,143993.0,39.0,U,0,3,M,2,Platinum,6,2,           3
51.0,12.0,19.0,12.0,3.0,27.0,10.0,31.0,129637.0,25.0,U,0,3,U,3,Platinum,6,2,           3
67.0,14.0,17.0,22.0,5.0,41.0,19.0,33.0,19123.0,56.0,U,0,2,M,2,Platinum,7,2,           3
96.0,19.0,16.0,24.0,7.0,44.0,30.0,34.0,2058.0,80.0,H,0,1,F,3,Platinum,9,2,           4
113.0,17.0,22.0,12.0,24.0,34.0,26.0,38.0,42701.0,64.0,H,0,4,M,1,Platinum,6,3,           1
42.0,8.0,16.0,13.0,1.0,19.0,7.0,21.0,125089.0,17.0,H,0,1,F,5,Gold,5,1,           5
45.0,4.0,21.0,8.0,1.0,15.0,5.0,41.0,74527.0,13.0,H,0,0,M,5,Gold,3,0,           .
71.0,21.0,12.0,27.0,11.0,47.0,24.0,26.0,1584.0,66.0,H,0,6,M,1,Platinum,11,3,           3
73.0,15.0,16.0,15.0,5.0,31.0,17.0,21.0,16175.0,41.0,H,0,1,M,5,Platinum,6,2,           3
58.0,15.0,8.0,19.0,5.0,36.0,15.0,43.0,43903.0,38.0,H,0,3,F,2,Gold,9,2,           4
58.0,13.0,17.0,12.0,3.0,30.0,12.0,33.0,15379.0,28.0,H,0,2,M,3,Platinum,6,2,           5
126.0,16.0,4.0,27.0,38.0,47.0,29.0,15.0,190669.0,101.0,U,1,2,U,2,Platinum,6,3,           2
51.0,9.0,20.0,10.0,4.0,19.0,8.0,58.0,45537.0,19.0,H,0,1,F,5,Gold,5,1,           5
63.0,10.0,22.0,10.0,2.0,24.0,11.0,27.0,170085.0,28.0,H,1,1,F,3,Platinum,4,1,           5
52.0,10.0,15.0,13.0,4.0,25.0,9.0,34.0,47415.0,24.0,H,0,3,F,2,Platinum,5,2,           3
47.0,8.0,16.0,12.0,3.0,19.0,7.0,32.0,70004.0,18.0,H,0,2,M,3,Gold,5,2,           3
94.0,16.0,23.0,12.0,18.0,31.0,22.0,42.0,24438.0,53.0,H,0,6,F,1,Platinum,6,3,           1
53.0,8.0,19.0,11.0,3.0,21.0,9.0,20.0,68982.0,24.0,H,0,0,M,5,Gold,5,0,           .
72.0,13.0,21.0,12.0,5.0,24.0,15.0,22.0,141771.0,33.0,H,1,1,M,3,Gold,6,1,           3
138.0,8.0,15.0,28.0,12.0,37.0,28.0,47.0,9522.0,97.0,U,0,1,F,5,Platinum,4,3,           2
139.0,15.0,15.0,12.0,12.0,33.0,26.0,29.0,176182.0,62.0,H,1,2,F,2,Platinum,5,2,           2
84.0,17.0,17.0,15.0,14.0,35.0,21.0,52.0,181835.0,51.0,H,0,5,F,1,Platinum,6,3,           1
62.0,16.0,14.0,12.0,6.0,32.0,15.0,24.0,185624.0,33.0,U,0,2,M,3,Platinum,6,2,           5
43.0,5.0,19.0,7.0,1.0,12.0,4.0,30.0,66166.0,11.0,H,0,1,F,5,Gold,3,1,           5
97.0,6.0,23.0,12.0,9.0,33.0,23.0,42.0,78784.0,56.0,U,0,0,F,5,Platinum,6,2,           5
110.0,6.0,17.0,13.0,4.0,32.0,17.0,40.0,101474.0,40.0,U,0,0,F,3,Platinum,6,2,           5
90.0,5.0,15.0,11.0,4.0,25.0,16.0,45.0,97257.0,42.0,U,0,0,F,3,Member,5,1,           5
140.0,6.0,15.0,32.0,12.0,45.0,27.0,31.0,9384.0,89.0,H,0,0,F,5,Platinum,6,2,           3
62.0,19.0,13.0,24.0,8.0,42.0,19.0,33.0,2152.0,48.0,H,0,4,M,2,Platinum,11,2,           3
146.0,21.0,19.0,24.0,20.0,45.0,40.0,38.0,2104.0,103.0,H,0,1,M,2,Platinum,11,3,           3
100.0,10.0,17.0,13.0,4.0,26.0,13.0,25.0,71211.0,37.0,H,0,1,M,3,Platinum,5,2,           5
78.0,5.0,25.0,11.0,4.0,31.0,15.0,43.0,88825.0,40.0,U,0,0,M,3,Platinum,5,2,           5
95.0,20.0,5.0,26.0,20.0,47.0,35.0,31.0,678.0,94.0,H,0,3,F,2,Platinum,10,3,           2
153.0,15.0,17.0,15.0,18.0,35.0,32.0,25.0,21609.0,75.0,U,0,1,F,3,Platinum,6,3,           2
65.0,16.0,25.0,12.0,5.0,33.0,15.0,16.0,73715.0,36.0,H,0,2,F,3,Platinum,6,2,           5
73.0,5.0,18.0,11.0,4.0,28.0,13.0,35.0,92987.0,32.0,U,0,0,F,5,Platinum,5,2,           5
98.0,7.0,18.0,14.0,7.0,15.0,22.0,21.0,69390.0,58.0,H,0,0,M,10,Platinum,7,2,           5
144.0,4.0,19.0,10.0,10.0,25.0,25.0,27.0,47026.0,63.0,U,0,0,M,5,Platinum,4,3,           3
53.0,11.0,17.0,12.0,4.0,24.0,10.0,30.0,68664.0,25.0,H,0,2,M,3,Platinum,5,2,           2
150.0,21.0,12.0,25.0,32.0,46.0,46.0,32.0,473.0,115.0,U,0,5,M,1,Platinum,11,3,           2
113.0,13.0,19.0,13.0,11.0,30.0,22.0,25.0,88014.0,58.0,U,1,2,F,3,Platinum,6,3,           2
46.0,5.0,22.0,6.0,1.0,10.0,5.0,23.0,187316.0,9.0,U,0,1,M,5,Member,2,1,           5
63.0,8.0,17.0,13.0,3.0,31.0,14.0,26.0,87764.0,34.0,U,0,0,F,5,Platinum,6,1,           5
142.0,16.0,22.0,12.0,13.0,33.0,30.0,30.0,176188.0,66.0,H,0,1,F,3,Platinum,6,2,           2
56.0,11.0,26.0,9.0,2.0,26.0,10.0,12.0,163703.0,25.0,U,0,1,M,3,Platinum,4,1,           5
121.0,16.0,24.0,11.0,17.0,31.0,27.0,23.0,139028.0,64.0,U,0,2,F,3,Platinum,5,3,           2
102.0,16.0,18.0,12.0,10.0,31.0,22.0,26.0,16665.0,57.0,U,0,2,F,3,Platinum,6,2,           4
64.0,20.0,19.0,24.0,13.0,42.0,24.0,28.0,1873.0,58.0,U,0,4,M,1,Platinum,11,3,           2
91.0,19.0,16.0,24.0,15.0,44.0,29.0,26.0,2073.0,81.0,H,0,1,M,3,Platinum,10,2,           2
45.0,7.0,21.0,9.0,1.0,16.0,6.0,23.0,157131.0,14.0,H,0,1,F,5,Gold,4,1,           5
127.0,16.0,16.0,14.0,12.0,35.0,31.0,28.0,16073.0,71.0,U,0,1,U,3,Platinum,6,2,           5
44.0,6.0,20.0,9.0,1.0,16.0,5.0,24.0,72863.0,14.0,H,0,1,F,5,Gold,4,1,           5
104.0,5.0,21.0,11.0,5.0,29.0,17.0,26.0,80660.0,45.0,U,0,0,F,5,Platinum,5,2,           5
114.0,8.0,17.0,12.0,9.0,31.0,23.0,26.0,48791.0,57.0,H,0,0,F,3,Platinum,6,2,           3
74.0,11.0,16.0,31.0,6.0,49.0,14.0,15.0,10211.0,60.0,U,1,1,F,5,Platinum,6,2,           2
64.0,10.0,18.0,11.0,4.0,22.0,10.0,35.0,155184.0,26.0,H,0,1,M,5,Gold,4,1,           5
79.0,12.0,15.0,16.0,6.0,32.0,15.0,36.0,50684.0,43.0,U,0,1,F,3,Platinum,6,2,           3
44.0,6.0,19.0,10.0,2.0,17.0,5.0,31.0,129366.0,15.0,H,0,1,F,5,Gold,4,1,           2
81.0,16.0,17.0,13.0,4.0,33.0,20.0,40.0,184470.0,44.0,H,0,1,M,3,Platinum,6,2,           5
102.0,9.0,16.0,12.0,10.0,32.0,22.0,34.0,68467.0,54.0,U,0,0,F,3,Platinum,7,2,           2
92.0,16.0,14.0,32.0,6.0,53.0,23.0,33.0,14481.0,87.0,U,0,1,M,3,Platinum,6,2,           5
41.0,6.0,17.0,10.0,1.0,14.0,5.0,33.0,70652.0,12.0,H,0,1,M,5,Gold,4,1,           5
140.0,15.0,22.0,12.0,11.0,32.0,29.0,13.0,162637.0,71.0,U,0,1,F,3,Platinum,6,3,           3
80.0,5.0,18.0,11.0,4.0,29.0,17.0,32.0,92980.0,37.0,U,0,0,F,5,Platinum,5,2,           5
111.0,8.0,23.0,9.0,6.0,24.0,13.0,14.0,85645.0,34.0,H,0,0,F,5,Platinum,2,1,           5
135.0,16.0,19.0,28.0,16.0,49.0,31.0,23.0,14302.0,88.0,H,0,2,F,3,Platinum,6,3,           4
63.0,14.0,19.0,11.0,4.0,30.0,13.0,37.0,184672.0,32.0,U,0,2,U,3,Platinum,6,2,           5
67.0,16.0,7.0,18.0,8.0,36.0,15.0,33.0,186492.0,38.0,U,0,3,F,2,Platinum,8,2,           1
47.0,5.0,23.0,7.0,1.0,12.0,5.0,36.0,187325.0,11.0,U,0,1,F,5,Member,2,1,           5
77.0,16.0,8.0,18.0,7.0,38.0,18.0,34.0,186507.0,45.0,H,0,2,M,3,Platinum,7,2,           5
146.0,16.0,18.0,14.0,18.0,34.0,30.0,29.0,176205.0,74.0,U,0,3,F,3,Platinum,6,3,           3
132.0,16.0,21.0,13.0,19.0,32.0,29.0,47.0,43172.0,70.0,H,0,3,F,2,Platinum,6,3,           2
116.0,5.0,24.0,11.0,6.0,28.0,22.0,15.0,93490.0,55.0,H,0,0,F,5,Platinum,6,2,           5
56.0,12.0,17.0,14.0,5.0,24.0,10.0,38.0,45922.0,22.0,H,0,3,M,2,Platinum,6,2,           5
104.0,5.0,15.0,12.0,4.0,24.0,17.0,29.0,77160.0,43.0,U,0,0,M,5,Platinum,5,2,           5
47.0,4.0,22.0,9.0,2.0,18.0,6.0,0.0,73826.0,17.0,H,0,0,F,5,Gold,3,0,           .
52.0,6.0,15.0,4.0,3.0,10.0,6.0,30.0,190090.0,9.0,U,0,2,F,3,Member,2,2,           2
129.0,17.0,18.0,13.0,19.0,33.0,27.0,30.0,175547.0,62.0,H,0,3,F,2,Platinum,6,3,           2
94.0,17.0,17.0,13.0,28.0,33.0,23.0,35.0,177282.0,53.0,U,0,4,F,1,Platinum,6,3,           2
127.0,16.0,19.0,13.0,15.0,34.0,28.0,21.0,21475.0,68.0,U,0,1,U,3,Platinum,6,2,           3
102.0,14.0,10.0,26.0,12.0,46.0,25.0,45.0,14414.0,94.0,U,0,2,M,3,Platinum,7,2,           4
66.0,15.0,18.0,12.0,8.0,32.0,15.0,24.0,60690.0,34.0,U,1,2,F,1,Platinum,6,2,           2
118.0,15.0,16.0,12.0,12.0,33.0,30.0,37.0,174531.0,67.0,U,0,1,M,3,Member,5,2,           3
45.0,3.0,21.0,4.0,1.0,7.0,3.0,22.0,187302.0,7.0,U,0,1,M,5,Member,1,1,           5
142.0,12.0,18.0,13.0,11.0,32.0,27.0,26.0,87071.0,59.0,U,0,1,F,3,Platinum,6,3,           2
130.0,13.0,15.0,9.0,10.0,19.0,20.0,42.0,161034.0,33.0,H,0,4,M,2,Platinum,5,3,           2
133.0,12.0,18.0,11.0,6.0,27.0,23.0,40.0,19499.0,53.0,H,1,1,M,3,Platinum,4,2,           5
49.0,11.0,22.0,12.0,3.0,24.0,10.0,25.0,88076.0,22.0,H,0,1,F,5,Gold,6,2,           3
53.0,4.0,17.0,6.0,3.0,12.0,4.0,26.0,187429.0,11.0,U,0,2,U,3,Member,1,2,           3
56.0,13.0,17.0,12.0,4.0,27.0,11.0,29.0,47592.0,25.0,U,0,3,F,2,Platinum,6,2,           3
56.0,5.0,21.0,11.0,2.0,27.0,11.0,37.0,68439.0,25.0,H,0,0,F,3,Platinum,6,0,           .
154.0,12.0,15.0,13.0,13.0,30.0,28.0,24.0,68581.0,69.0,H,0,2,F,3,Platinum,5,3,           2
96.0,15.0,17.0,14.0,13.0,33.0,21.0,42.0,45978.0,54.0,H,0,1,M,3,Platinum,6,2,           2
101.0,17.0,16.0,14.0,12.0,35.0,23.0,33.0,162264.0,54.0,H,1,2,M,2,Platinum,6,2,           1
151.0,21.0,6.0,22.0,42.0,43.0,39.0,49.0,2464.0,94.0,U,1,7,F,1,Platinum,10,4,           1
144.0,6.0,19.0,13.0,12.0,32.0,29.0,30.0,103250.0,69.0,U,0,0,F,3,Platinum,6,3,           4
141.0,16.0,20.0,13.0,12.0,33.0,30.0,37.0,176458.0,72.0,H,0,2,F,2,Platinum,6,3,           3
131.0,15.0,17.0,13.0,13.0,31.0,24.0,33.0,45073.0,58.0,U,0,2,M,3,Platinum,6,3,           2
81.0,4.0,19.0,10.0,3.0,26.0,12.0,25.0,91044.0,34.0,H,0,0,F,5,Platinum,4,1,           5
120.0,13.0,18.0,12.0,8.0,30.0,23.0,35.0,47780.0,59.0,H,0,2,F,3,Platinum,6,2,           2
109.0,9.0,18.0,13.0,11.0,31.0,20.0,30.0,86507.0,52.0,U,0,0,F,3,Platinum,6,2,           2
85.0,4.0,27.0,8.0,5.0,28.0,18.0,30.0,92558.0,45.0,H,0,0,M,5,Platinum,3,2,           5
54.0,11.0,19.0,13.0,2.0,25.0,9.0,27.0,75405.0,23.0,H,0,2,F,3,Platinum,6,2,           5
148.0,13.0,19.0,10.0,18.0,29.0,31.0,47.0,45598.0,71.0,U,0,2,F,3,Member,4,3,           2
129.0,17.0,21.0,13.0,19.0,35.0,29.0,50.0,44542.0,76.0,H,0,1,F,3,Platinum,6,3,           4
79.0,12.0,17.0,13.0,8.0,27.0,14.0,27.0,85960.0,38.0,U,0,1,F,2,Platinum,6,2,           3
143.0,16.0,17.0,11.0,39.0,29.0,31.0,34.0,183330.0,72.0,U,0,8,U,1,Platinum,5,4,           1
126.0,5.0,21.0,10.0,9.0,32.0,27.0,38.0,97078.0,63.0,H,0,0,F,5,Platinum,5,2,           4
96.0,5.0,16.0,10.0,5.0,28.0,18.0,28.0,83110.0,46.0,U,0,0,M,3,Member,5,1,           5
85.0,5.0,23.0,12.0,4.0,32.0,18.0,30.0,88831.0,45.0,U,0,0,F,3,Platinum,5,1,           5
50.0,10.0,17.0,12.0,2.0,24.0,9.0,29.0,71967.0,21.0,H,0,1,F,3,Platinum,5,1,           5
101.0,16.0,19.0,13.0,7.0,35.0,24.0,33.0,76043.0,59.0,U,0,1,F,3,Platinum,6,2,           5
64.0,13.0,22.0,13.0,3.0,28.0,13.0,29.0,73848.0,32.0,H,0,2,M,3,Platinum,6,2,           5
140.0,14.0,17.0,13.0,9.0,31.0,27.0,26.0,46719.0,66.0,H,0,1,F,3,Platinum,6,2,           2
87.0,14.0,8.0,24.0,6.0,42.0,18.0,37.0,14330.0,58.0,H,0,1,F,3,Platinum,6,2,           5
122.0,15.0,19.0,12.0,18.0,30.0,26.0,32.0,24991.0,66.0,H,1,3,M,2,Platinum,6,3,           2
129.0,4.0,19.0,11.0,6.0,26.0,23.0,34.0,19595.0,54.0,H,0,0,F,5,Platinum,4,2,           5
145.0,13.0,16.0,10.0,14.0,27.0,20.0,41.0,183851.0,54.0,H,0,4,F,2,Platinum,4,3,           4
92.0,6.0,18.0,13.0,4.0,32.0,20.0,20.0,89999.0,50.0,H,0,0,M,5,Platinum,6,1,           5
115.0,3.0,20.0,11.0,11.0,27.0,16.0,34.0,10785.0,71.0,H,0,0,F,3,Platinum,3,2,           3
65.0,14.0,16.0,14.0,8.0,30.0,15.0,53.0,173287.0,38.0,U,0,2,F,1,Gold,8,2,           1
101.0,16.0,5.0,17.0,14.0,33.0,23.0,35.0,186829.0,57.0,U,0,3,F,2,Platinum,6,3,           4
68.0,17.0,24.0,13.0,8.0,35.0,17.0,41.0,34765.0,41.0,U,0,3,M,2,Platinum,6,2,           3
53.0,13.0,21.0,12.0,3.0,27.0,11.0,35.0,46868.0,26.0,U,0,2,F,3,Platinum,6,2,           5
83.0,5.0,18.0,12.0,4.0,30.0,15.0,34.0,19022.0,43.0,U,0,0,F,3,Platinum,5,2,           5
40.0,2.0,16.0,5.0,1.0,7.0,3.0,24.0,187250.0,7.0,U,0,1,F,5,Member,1,1,           5
102.0,5.0,24.0,11.0,6.0,29.0,17.0,34.0,99885.0,48.0,H,0,0,F,5,Platinum,5,2,           5
115.0,17.0,20.0,17.0,13.0,37.0,26.0,33.0,180445.0,69.0,H,0,2,F,3,Gold,8,2,           1
127.0,15.0,21.0,12.0,21.0,32.0,25.0,56.0,44445.0,64.0,H,0,1,F,5,Platinum,6,2,           3
88.0,4.0,10.0,30.0,5.0,30.0,16.0,23.0,9461.0,70.0,H,0,0,M,10,Platinum,4,2,           5
145.0,6.0,18.0,13.0,12.0,35.0,32.0,26.0,92727.0,75.0,H,0,0,M,3,Platinum,6,2,           4
45.0,7.0,21.0,10.0,1.0,17.0,6.0,45.0,70585.0,16.0,H,0,1,M,5,Gold,4,1,           5
98.0,20.0,9.0,24.0,20.0,45.0,36.0,38.0,1510.0,91.0,H,0,5,M,1,Platinum,9,3,           2
110.0,12.0,20.0,23.0,19.0,43.0,23.0,9.0,10891.0,83.0,H,0,1,F,3,Platinum,4,3,           2
40.0,4.0,16.0,9.0,1.0,12.0,4.0,43.0,74660.0,11.0,U,0,0,U,5,Member,3,0,           .
70.0,11.0,21.0,11.0,4.0,29.0,14.0,27.0,90192.0,33.0,H,0,2,M,2,Platinum,6,2,           3
81.0,5.0,19.0,12.0,3.0,26.0,12.0,25.0,78222.0,34.0,H,0,0,F,5,Platinum,6,1,           5
128.0,5.0,18.0,15.0,21.0,35.0,28.0,34.0,10720.0,84.0,U,0,0,M,3,Platinum,5,3,           3
65.0,20.0,18.0,21.0,8.0,43.0,23.0,36.0,2014.0,58.0,H,0,2,M,3,Platinum,8,2,           5
90.0,5.0,17.0,11.0,4.0,23.0,13.0,29.0,74976.0,37.0,H,0,0,M,3,Platinum,5,1,           5
96.0,8.0,12.0,33.0,21.0,54.0,29.0,43.0,11381.0,94.0,U,0,0,F,5,Platinum,8,3,           3
144.0,7.0,17.0,13.0,8.0,31.0,25.0,19.0,86586.0,58.0,H,0,0,U,3,Platinum,6,2,           2
105.0,16.0,21.0,12.0,8.0,31.0,23.0,22.0,16526.0,58.0,H,0,3,F,3,Platinum,6,3,           3
76.0,15.0,17.0,13.0,5.0,32.0,16.0,32.0,133498.0,39.0,H,0,1,F,5,Platinum,6,2,           3
98.0,5.0,26.0,10.0,8.0,31.0,21.0,26.0,91578.0,53.0,U,0,0,F,3,Platinum,5,2,           5
116.0,5.0,18.0,12.0,10.0,33.0,24.0,34.0,101475.0,57.0,H,0,0,F,5,Platinum,5,2,           4
134.0,6.0,15.0,12.0,18.0,30.0,27.0,40.0,49275.0,66.0,H,0,0,U,3,Platinum,5,3,           2
124.0,9.0,7.0,18.0,9.0,40.0,27.0,27.0,186780.0,64.0,H,0,0,F,3,Platinum,7,2,           5
148.0,12.0,23.0,14.0,20.0,35.0,32.0,25.0,15795.0,80.0,H,0,3,F,2,Platinum,6,3,           3
105.0,17.0,19.0,13.0,13.0,34.0,23.0,31.0,156093.0,59.0,H,1,3,F,2,Platinum,6,2,           2
150.0,9.0,18.0,11.0,13.0,28.0,26.0,11.0,47617.0,67.0,U,0,1,F,3,Platinum,4,3,           3
40.0,7.0,16.0,11.0,1.0,16.0,6.0,33.0,70631.0,14.0,H,0,1,F,5,Gold,5,1,           5
108.0,5.0,16.0,8.0,7.0,25.0,20.0,31.0,91764.0,45.0,U,0,0,F,3,Platinum,5,2,           5
97.0,6.0,19.0,12.0,5.0,30.0,19.0,4.0,80572.0,51.0,H,0,0,F,5,Platinum,6,2,           5
124.0,11.0,25.0,9.0,16.0,26.0,22.0,37.0,46059.0,59.0,H,0,1,F,3,Platinum,4,3,           2
150.0,17.0,19.0,14.0,23.0,33.0,32.0,37.0,45738.0,76.0,H,0,4,F,2,Platinum,6,3,           2
151.0,15.0,17.0,12.0,21.0,33.0,31.0,36.0,149084.0,80.0,H,0,2,M,3,Platinum,5,3,           2
97.0,16.0,6.0,22.0,11.0,42.0,21.0,43.0,175315.0,62.0,H,1,3,M,2,Platinum,6,2,           2
71.0,17.0,16.0,14.0,9.0,33.0,18.0,49.0,156174.0,41.0,H,1,4,M,1,Platinum,6,2,           2
134.0,12.0,15.0,29.0,14.0,50.0,32.0,26.0,14226.0,85.0,H,0,0,F,5,Platinum,7,2,           4
57.0,13.0,10.0,14.0,5.0,29.0,12.0,27.0,115062.0,30.0,U,1,2,F,2,Platinum,7,2,           1
110.0,13.0,19.0,10.0,20.0,26.0,21.0,18.0,127533.0,45.0,U,0,3,M,1,Platinum,6,3,           1
44.0,4.0,20.0,10.0,1.0,16.0,5.0,38.0,70124.0,15.0,H,0,0,M,5,Gold,4,0,           .
101.0,20.0,9.0,28.0,9.0,47.0,29.0,27.0,546.0,76.0,H,0,1,F,3,Platinum,10,2,           2
50.0,11.0,17.0,11.0,2.0,20.0,9.0,39.0,184185.0,20.0,U,0,2,F,3,Gold,6,2,           5
51.0,9.0,17.0,10.0,2.0,21.0,9.0,37.0,175045.0,21.0,U,1,2,M,3,Platinum,3,2,           5
151.0,14.0,22.0,14.0,20.0,35.0,32.0,25.0,15795.0,80.0,H,0,3,F,2,Platinum,6,3,           3
45.0,7.0,21.0,10.0,1.0,17.0,6.0,34.0,69587.0,15.0,U,0,1,M,5,Gold,4,1,           5
114.0,10.0,22.0,8.0,8.0,19.0,17.0,43.0,69878.0,40.0,U,0,2,M,3,Platinum,3,2,           3
152.0,12.0,23.0,11.0,17.0,29.0,30.0,32.0,87335.0,70.0,H,0,3,F,3,Platinum,5,3,           2
131.0,7.0,18.0,13.0,21.0,34.0,28.0,26.0,69336.0,74.0,H,0,0,F,3,Platinum,6,3,           3
94.0,6.0,21.0,12.0,8.0,31.0,21.0,23.0,96888.0,55.0,H,0,0,F,5,Platinum,6,1,           5
51.0,12.0,17.0,12.0,5.0,25.0,10.0,28.0,135018.0,23.0,U,1,4,F,1,Platinum,6,2,           2
120.0,5.0,22.0,20.0,13.0,35.0,24.0,34.0,4589.0,88.0,H,0,0,F,5,Platinum,4,2,           5
62.0,13.0,19.0,13.0,5.0,31.0,14.0,24.0,90219.0,32.0,H,0,1,M,3,Platinum,6,2,           2
124.0,16.0,21.0,17.0,23.0,37.0,32.0,29.0,675.0,87.0,H,1,1,F,3,Platinum,7,3,           3
42.0,6.0,18.0,11.0,1.0,16.0,5.0,26.0,69426.0,14.0,U,0,1,F,5,Gold,4,1,           5
123.0,16.0,20.0,13.0,14.0,31.0,26.0,31.0,44120.0,62.0,H,0,3,M,2,Platinum,6,2,           2
78.0,16.0,18.0,14.0,8.0,35.0,19.0,36.0,156242.0,46.0,H,0,1,F,3,Platinum,6,2,           3
120.0,16.0,17.0,14.0,13.0,33.0,27.0,32.0,135679.0,65.0,U,0,4,U,2,Platinum,6,3,           3
85.0,9.0,18.0,11.0,4.0,24.0,13.0,43.0,165378.0,40.0,U,0,1,U,5,Platinum,4,2,           5
135.0,16.0,19.0,14.0,14.0,33.0,28.0,24.0,16020.0,72.0,U,0,5,U,2,Platinum,6,3,           4
104.0,8.0,18.0,14.0,8.0,35.0,24.0,22.0,81855.0,62.0,H,0,0,M,3,Platinum,6,2,           4
64.0,16.0,18.0,15.0,4.0,36.0,15.0,39.0,46615.0,37.0,H,0,1,F,3,Platinum,6,1,           5
86.0,11.0,18.0,9.0,10.0,26.0,16.0,31.0,49317.0,43.0,U,1,1,F,3,Platinum,4,3,           2
85.0,12.0,17.0,14.0,7.0,33.0,17.0,29.0,85610.0,45.0,H,1,2,M,3,Platinum,6,2,           2
77.0,14.0,20.0,12.0,3.0,30.0,17.0,48.0,45271.0,40.0,U,0,1,M,3,Platinum,6,2,           5
106.0,17.0,22.0,13.0,12.0,34.0,24.0,25.0,70371.0,61.0,H,0,2,F,3,Platinum,6,2,           4
47.0,4.0,23.0,6.0,1.0,11.0,4.0,32.0,187313.0,10.0,U,0,1,F,5,Member,1,1,           5
100.0,8.0,24.0,11.0,9.0,29.0,20.0,34.0,86023.0,52.0,U,0,0,F,5,Platinum,5,2,           5
147.0,10.0,21.0,11.0,14.0,30.0,30.0,26.0,86665.0,70.0,H,0,1,M,3,Platinum,5,3,           2
113.0,15.0,26.0,10.0,7.0,31.0,22.0,39.0,45801.0,55.0,U,0,1,F,5,Platinum,5,2,           3
153.0,12.0,15.0,11.0,15.0,30.0,29.0,24.0,47797.0,71.0,U,0,1,M,3,Platinum,5,3,           2
110.0,11.0,24.0,10.0,8.0,27.0,20.0,36.0,87088.0,49.0,U,0,1,F,5,Platinum,4,2,           3
79.0,18.0,17.0,21.0,10.0,41.0,25.0,29.0,1401.0,69.0,H,0,2,M,3,Platinum,7,2,           5
45.0,6.0,21.0,8.0,1.0,15.0,5.0,38.0,72346.0,13.0,U,0,1,M,5,Gold,3,1,           5
84.0,18.0,14.0,20.0,8.0,41.0,30.0,29.0,1613.0,77.0,U,0,1,M,5,Platinum,7,2,           4
52.0,12.0,16.0,14.0,3.0,27.0,10.0,51.0,46538.0,25.0,H,0,3,M,3,Platinum,6,2,           5
53.0,12.0,16.0,13.0,5.0,26.0,10.0,20.0,50736.0,24.0,H,0,2,F,2,Platinum,6,2,           3
63.0,15.0,21.0,14.0,7.0,33.0,14.0,59.0,46319.0,34.0,U,0,4,M,2,Platinum,6,2,           2
62.0,7.0,23.0,10.0,2.0,26.0,11.0,31.0,69500.0,27.0,H,0,0,M,5,Platinum,4,0,           .
88.0,6.0,19.0,12.0,5.0,32.0,18.0,22.0,79560.0,46.0,H,0,0,F,3,Platinum,6,1,           5
126.0,17.0,16.0,15.0,16.0,36.0,29.0,48.0,177571.0,75.0,U,0,2,M,1,Platinum,6,3,           3
65.0,15.0,18.0,12.0,8.0,32.0,15.0,26.0,60704.0,33.0,U,1,2,F,1,Platinum,6,2,           2
40.0,7.0,16.0,13.0,1.0,18.0,6.0,29.0,69830.0,15.0,U,0,1,F,5,Gold,5,1,           5
139.0,13.0,24.0,11.0,15.0,31.0,26.0,30.0,20113.0,66.0,U,0,1,F,3,Platinum,6,3,           2
41.0,7.0,16.0,12.0,2.0,17.0,6.0,29.0,59862.0,15.0,H,0,1,M,5,Gold,5,1,           3
120.0,7.0,20.0,13.0,15.0,33.0,26.0,36.0,48646.0,68.0,H,0,0,M,3,Platinum,6,3,           3
132.0,15.0,17.0,15.0,11.0,34.0,25.0,25.0,16042.0,65.0,U,0,2,F,3,Platinum,6,2,           4
106.0,17.0,19.0,13.0,7.0,35.0,25.0,36.0,15630.0,58.0,H,0,1,F,3,Platinum,6,2,           4
63.0,15.0,18.0,13.0,4.0,33.0,14.0,33.0,70994.0,33.0,H,0,2,F,3,Platinum,6,2,           5
44.0,9.0,17.0,13.0,3.0,20.0,7.0,35.0,74930.0,19.0,U,0,2,M,3,Gold,6,2,           5
41.0,7.0,17.0,11.0,1.0,15.0,6.0,31.0,98147.0,13.0,U,0,1,M,5,Gold,5,1,           5
148.0,13.0,20.0,11.0,16.0,30.0,29.0,20.0,85671.0,70.0,H,0,1,F,3,Platinum,5,3,           2
69.0,16.0,23.0,12.0,4.0,33.0,17.0,6.0,184208.0,39.0,U,0,1,M,5,Platinum,6,1,           5
102.0,17.0,19.0,13.0,13.0,34.0,23.0,40.0,176726.0,58.0,U,0,2,F,2,Platinum,6,2,           3
108.0,7.0,18.0,13.0,10.0,34.0,25.0,24.0,19344.0,61.0,H,0,0,F,3,Platinum,6,2,           5
102.0,15.0,18.0,13.0,9.0,33.0,21.0,25.0,157688.0,56.0,H,1,1,F,3,Platinum,6,2,           3
152.0,14.0,23.0,10.0,16.0,28.0,29.0,33.0,87333.0,68.0,H,0,3,F,3,Platinum,5,3,           2
151.0,16.0,18.0,14.0,28.0,34.0,33.0,43.0,174641.0,78.0,U,0,3,F,2,Platinum,6,3,           2
